kingdom,Genus,Species,Common.name,pheno,collection_date
Plantae,Calla,palustris,Wild Calla,s,NA
Plantae,Calla,palustris,Wild Calla,e,NA
Plantae,Calla,palustris,Wild Calla,s,NA
Plantae,Calla,palustris,Wild Calla,e,NA
Plantae,Calla,palustris,Wild Calla,s,NA
Plantae,Calla,palustris,Wild Calla,e,NA
Plantae,Calla,palustris,Wild Calla,s,NA
Plantae,Calla,palustris,Wild Calla,e,NA
Plantae,Calla,palustris,Wild Calla,s,1984-05-16
Plantae,Calla,palustris,Wild Calla,e,1984-06-08
Plantae,Calla,palustris,Wild Calla,s,1985-07-10
Plantae,Calla,palustris,Wild Calla,e,1985-08-05
Plantae,Calla,palustris,Wild Calla,s,NA
Plantae,Calla,palustris,Wild Calla,e,1986-10-10
Plantae,Calla,palustris,Wild Calla,s,1987-11-11
Plantae,Calla,palustris,Wild Calla,e,1987-12-09
Plantae,Calla,palustris,Wild Calla,s,1988-01-10
Plantae,Calla,palustris,Wild Calla,e,1988-02-20
Plantae,Calla,palustris,Wild Calla,s,1989-03-19
Plantae,Calla,palustris,Wild Calla,e,1989-04-23
Plantae,Calla,palustris,Wild Calla,s,1990-05-11
Plantae,Calla,palustris,Wild Calla,e,NA
Plantae,Calla,palustris,Wild Calla,s,1991-07-11
Plantae,Calla,palustris,Wild Calla,e,1991-08-15
Plantae,Calla,palustris,Wild Calla,s,1992-09-03
Plantae,Calla,palustris,Wild Calla,e,NA
Plantae,Calla,palustris,Wild Calla,s,1993-11-17
Plantae,Calla,palustris,Wild Calla,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,1963-01-18
Plantae,Cornus,canadensis,Bunchberry,e,1963-02-15
Plantae,Cornus,canadensis,Bunchberry,s,1964-03-20
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,1966-05-23
Plantae,Cornus,canadensis,Bunchberry,e,1966-06-11
Plantae,Cornus,canadensis,Bunchberry,s,1967-07-05
Plantae,Cornus,canadensis,Bunchberry,e,1967-08-20
Plantae,Cornus,canadensis,Bunchberry,s,1968-09-09
Plantae,Cornus,canadensis,Bunchberry,e,1968-10-12
Plantae,Cornus,canadensis,Bunchberry,s,1969-11-11
Plantae,Cornus,canadensis,Bunchberry,e,1969-12-12
Plantae,Cornus,canadensis,Bunchberry,s,1970-01-16
Plantae,Cornus,canadensis,Bunchberry,e,1970-02-14
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,1974-10-21
Plantae,Cornus,canadensis,Bunchberry,s,1975-11-24
Plantae,Cornus,canadensis,Bunchberry,e,1975-12-20
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,NA
Plantae,Cornus,canadensis,Bunchberry,s,1988-11-23
Plantae,Cornus,canadensis,Bunchberry,e,1988-12-12
Plantae,Cornus,canadensis,Bunchberry,s,1989-01-21
Plantae,Cornus,canadensis,Bunchberry,e,1989-02-12
Plantae,Cornus,canadensis,Bunchberry,s,1990-03-11
Plantae,Cornus,canadensis,Bunchberry,e,1990-04-16
Plantae,Cornus,canadensis,Bunchberry,s,1991-05-13
Plantae,Cornus,canadensis,Bunchberry,e,1991-06-01
Plantae,Cornus,canadensis,Bunchberry,s,NA
Plantae,Cornus,canadensis,Bunchberry,e,1992-08-10
Plantae,Cornus,canadensis,Bunchberry,s,1993-09-14
Plantae,Cornus,canadensis,Bunchberry,e,1993-10-06
Plantae,Polygala,paucifolia,Fringed Polygala,s,1963-11-20
Plantae,Polygala,paucifolia,Fringed Polygala,e,1963-12-31
Plantae,Polygala,paucifolia,Fringed Polygala,s,1964-01-16
Plantae,Polygala,paucifolia,Fringed Polygala,e,1964-02-23
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,1968-07-02
Plantae,Polygala,paucifolia,Fringed Polygala,e,1968-08-17
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,1970-11-16
Plantae,Polygala,paucifolia,Fringed Polygala,e,1970-12-23
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,1988-09-15
Plantae,Polygala,paucifolia,Fringed Polygala,e,1988-10-28
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,NA
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Polygala,paucifolia,Fringed Polygala,s,1993-07-14
Plantae,Polygala,paucifolia,Fringed Polygala,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1963-09-20
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1963-10-22
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1964-11-12
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1964-12-15
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1966-01-23
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1966-02-15
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1967-03-01
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1967-04-20
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1968-05-07
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1968-06-11
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1969-07-11
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1969-08-12
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1970-09-20
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1970-10-13
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1973-03-16
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1973-04-10
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1974-05-18
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1974-06-11
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1975-07-14
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1975-08-12
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1976-09-11
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1976-10-06
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,1977-11-10
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1977-12-15
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,1979-02-28
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,s,NA
Plantae,Cypripedium,acaule,Pink Lady's Slipper,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,1973-01-21
Plantae,Sedum,acre,Mossy Stonecrop,e,1973-02-06
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,1976-07-24
Plantae,Sedum,acre,Mossy Stonecrop,e,1976-08-09
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,1982-05-17
Plantae,Sedum,acre,Mossy Stonecrop,e,1982-06-15
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Sedum,acre,Mossy Stonecrop,s,NA
Plantae,Sedum,acre,Mossy Stonecrop,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,1963-05-22
Plantae,Silene,pennsylvanica,Wild Pink,e,1963-06-22
Plantae,Silene,pennsylvanica,Wild Pink,s,1964-07-23
Plantae,Silene,pennsylvanica,Wild Pink,e,1964-08-15
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,1966-10-26
Plantae,Silene,pennsylvanica,Wild Pink,s,1967-11-06
Plantae,Silene,pennsylvanica,Wild Pink,e,1967-12-03
Plantae,Silene,pennsylvanica,Wild Pink,s,1968-01-19
Plantae,Silene,pennsylvanica,Wild Pink,e,1968-02-26
Plantae,Silene,pennsylvanica,Wild Pink,s,1969-03-25
Plantae,Silene,pennsylvanica,Wild Pink,e,1969-04-16
Plantae,Silene,pennsylvanica,Wild Pink,s,1970-05-30
Plantae,Silene,pennsylvanica,Wild Pink,e,1970-06-20
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Silene,pennsylvanica,Wild Pink,s,NA
Plantae,Silene,pennsylvanica,Wild Pink,e,NA
Plantae,Chelidonium,majus,Celandine,s,1963-03-22
Plantae,Chelidonium,majus,Celandine,e,1963-04-20
Plantae,Chelidonium,majus,Celandine,s,1964-05-14
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,1966-07-16
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,1967-09-18
Plantae,Chelidonium,majus,Celandine,e,1967-10-20
Plantae,Chelidonium,majus,Celandine,s,1968-11-08
Plantae,Chelidonium,majus,Celandine,e,1968-12-12
Plantae,Chelidonium,majus,Celandine,s,1969-01-10
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,1970-03-13
Plantae,Chelidonium,majus,Celandine,e,1970-04-26
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Chelidonium,majus,Celandine,s,NA
Plantae,Chelidonium,majus,Celandine,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,1963-01-26
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,1963-02-20
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,1964-03-23
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,1966-05-30
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,1966-06-22
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,1967-07-03
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,1967-08-26
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,1969-11-25
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,1969-12-20
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,1970-01-25
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,1970-02-18
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,s,NA
Plantae,Lychnis ,flos-cuculi,Ragged Robin,e,NA
Plantae,Podophyllum,peltatum,Mayapple,s,1963-11-28
Plantae,Podophyllum,peltatum,Mayapple,e,1963-12-06
Plantae,Podophyllum,peltatum,Mayapple,s,1964-01-19
Plantae,Podophyllum,peltatum,Mayapple,e,NA
Plantae,Podophyllum,peltatum,Mayapple,s,1966-03-30
Plantae,Podophyllum,peltatum,Mayapple,e,1966-04-10
Plantae,Podophyllum,peltatum,Mayapple,s,1967-05-05
Plantae,Podophyllum,peltatum,Mayapple,e,1967-06-15
Plantae,Podophyllum,peltatum,Mayapple,s,1968-07-15
Plantae,Podophyllum,peltatum,Mayapple,e,1968-08-04
Plantae,Podophyllum,peltatum,Mayapple,s,1969-09-16
Plantae,Podophyllum,peltatum,Mayapple,e,1969-10-03
Plantae,Podophyllum,peltatum,Mayapple,s,NA
Plantae,Podophyllum,peltatum,Mayapple,e,1970-12-31
Plantae,Podophyllum,peltatum,Mayapple,s,NA
Plantae,Podophyllum,peltatum,Mayapple,e,NA
Plantae,Podophyllum,peltatum,Mayapple,s,1972-03-30
Plantae,Podophyllum,peltatum,Mayapple,e,1972-04-10
Plantae,Podophyllum,peltatum,Mayapple,s,NA
Plantae,Podophyllum,peltatum,Mayapple,e,NA
Plantae,Podophyllum,peltatum,Mayapple,s,NA
Plantae,Podophyllum,peltatum,Mayapple,e,NA
Plantae,Podophyllum,peltatum,Mayapple,s,NA
Plantae,Podophyllum,peltatum,Mayapple,e,NA
Plantae,Podophyllum,peltatum,Mayapple,s,NA
Plantae,Podophyllum,peltatum,Mayapple,e,NA
Plantae,Podophyllum,peltatum,Mayapple,s,NA
Plantae,Podophyllum,peltatum,Mayapple,e,NA
